player_id,hand_id,is_bot,player_profile,table_size,position,small_blind_bb,big_blind_bb,posted_blind_bb,stack_bb,effective_stack_bb,previous_action,facing_raise,facing_3bet,pot_size_bb,current_bet_bb,amount_to_call_bb,pot_odds,card_1,card_2,hand_class,hand_family,hand_strength,gto_fold_probability,gto_call_probability,gto_raise_probability,gto_action,player_action,chosen_action_probability,gto_l1_distance,is_gto_correct,decision_time,bet_size_bb,bet_size
P00001,23,1,tight_grinder_bot,6,CO,0.5,1.0,0.0,106.42548803298098,115.25248514212146,open_raise,1,0,4.670826207739169,2.7211935193164885,2.7211935193164885,0.3681258464931582,9c,Ah,A9o,standard,70.0,0.0,0.621421561774403,0.37857843822559695,call,raise,0.37857843822559695,1.242843123548806,0,3.6465792012931626,8.358724073361854,8.358724073361854
P00001,24,1,tight_grinder_bot,6,BTN,0.5,1.0,0.0,103.66139726152325,113.54643484403744,limped,0,0,3.5,1.0,1.0,0.2222222222222222,3c,Jh,J3o,trash,30.0,0.502864191846377,0.3461990478007228,0.15093676035290013,fold,call,0.3461990478007228,1.3076019043985543,0,2.39396018931419,1.0,1.0
P00001,25,1,tight_grinder_bot,6,SB,0.5,1.0,0.5,85.97914717480634,66.11800305658414,unopened,0,0,1.5,1.0,0.5,0.25,Kd,6h,K6o,standard,58.0,0.0,0.5199992752086909,0.4800007247913092,call,raise,0.4800007247913092,1.0399985504173817,0,2.5950483856698177,2.395334262160331,2.395334262160331
P00001,26,1,tight_grinder_bot,6,SB,0.5,1.0,0.5,99.87027677771833,112.41666407519449,open_raise,1,0,4.756398987649343,2.5709712668883284,2.0709712668883284,0.30333366870090284,4d,9d,94s,marginal,41.0,0.6607773462693698,0.3069271890321796,0.032295464698450516,fold,call,0.3069271890321796,1.3861456219356407,0,2.201957935133768,2.0709712668883284,2.0709712668883284
P00001,27,1,tight_grinder_bot,6,CO,0.5,1.0,0.0,78.65494317522574,68.3444709523189,open_raise,1,0,5.0332309479141655,2.689908062152186,2.689908062152186,0.34829206863247647,Js,5h,J5o,trash,34.0,0.7314711022835295,0.24664762678034002,0.021881270936130476,fold,fold,0.7314711022835295,0.537057795432941,1,2.509174500918359,0.0,0.0
P00001,28,1,tight_grinder_bot,6,CO,0.5,1.0,0.0,95.6968170778635,113.145419255353,open_raise,1,0,4.563981619940517,2.8962821002627366,2.8962821002627366,0.38822784406659394,5c,Ts,T5o,trash,31.0,0.7750105516450544,0.2086869489835047,0.016302499371440946,fold,fold,0.7750105516450544,0.4499788967098913,1,1.9643099397058172,0.0,0.0
P00001,29,1,tight_grinder_bot,6,BB,0.5,1.0,1.0,136.9323695367591,170.64289987151312,three_bet,1,1,13.931282097748714,10.222360187974529,9.222360187974529,0.3983114222016431,5d,9h,95o,marginal,37.0,0.83450821264978,0.15452775665491725,0.010964030695302723,fold,fold,0.83450821264978,0.33098357470043993,1,2.5628930376297236,0.0,0.0
P00001,30,1,tight_grinder_bot,6,MP,0.5,1.0,0.0,122.25810308163757,124.42247039795436,limped,0,0,3.5,1.0,1.0,0.2222222222222222,3c,8d,83o,trash,21.0,0.8803252233629255,0.09400319028724748,0.025671586349827028,fold,fold,0.8803252233629255,0.239349553274149,1,2.4773718778884555,0.0,0.0
P00001,31,1,tight_grinder_bot,6,CO,0.5,1.0,0.0,119.6202483920684,103.35048073854975,open_raise,1,0,4.77779345597373,2.9562477737328305,2.9562477737328305,0.3822384295519193,6d,Td,T6s,marginal,48.0,0.34879056327415237,0.5680367402319253,0.08317269649392238,call,fold,0.34879056327415237,1.3024188734516953,0,2.3031241328592755,0.0,0.0
P00001,32,1,tight_grinder_bot,6,UTG,0.5,1.0,0.0,100.08703940519783,91.08927934578362,unopened,0,0,1.5,0.0,0.0,0.0,5d,2c,52o,trash,21.0,0.9124896316705875,0.069524158367321,0.01798620996209156,fold,fold,0.9124896316705875,0.17502073665882506,1,2.150032098706586,0.0,0.0
P00001,33,1,tight_grinder_bot,6,UTG,0.5,1.0,0.0,95.38174228890588,110.84307328072491,unopened,0,0,1.5,0.0,0.0,0.0,Qd,7c,Q7o,standard,55.0,0.23943463856032132,0.473379460057176,0.2871859013825026,call,fold,0.23943463856032132,1.5211307228793574,0,2.5135414800890783,0.0,0.0
P00001,34,1,tight_grinder_bot,6,MP,0.5,1.0,0.0,128.53322341076935,140.89556824860213,unopened,0,0,1.5,0.0,0.0,0.0,3s,Jd,J3o,trash,30.0,0.7668787165891443,0.176771747304067,0.0563495361067887,fold,raise,0.0563495361067887,1.8873009277864226,0,1.4434854405260444,2.2719394360438447,2.2719394360438447
P00001,35,1,tight_grinder_bot,6,MP,0.5,1.0,0.0,57.79488186235467,45.97298547462476,unopened,0,0,1.5,0.0,0.0,0.0,8s,Td,T8o,marginal,50.0,0.2695959999538037,0.4614625786762012,0.2689414213699951,call,fold,0.2695959999538037,1.4608080000923926,0,1.9738461400348681,0.0,0.0
P00001,36,1,tight_grinder_bot,6,BTN,0.5,1.0,0.0,104.16155866847926,108.5560738418865,unopened,0,0,1.5,0.0,0.0,0.0,Qd,3h,Q3o,marginal,47.0,0.009606953187175526,0.5357227857013446,0.45467026111147996,call,raise,0.45467026111147996,1.0906594777770402,0,2.9709744109807756,2.679766833590158,2.679766833590158
P00001,37,1,tight_grinder_bot,6,BB,0.5,1.0,1.0,121.00341073983445,144.20893256209268,open_raise,1,0,4.249727050921084,2.070200041712126,1.070200041712126,0.20116817826208364,Qd,8s,Q8o,standard,57.0,0.0,0.6565751014031557,0.3434248985968444,call,raise,0.3434248985968444,1.3131502028063111,0,2.1896766672186105,9.226734794774227,9.226734794774227
P00001,38,1,tight_grinder_bot,6,BTN,0.5,1.0,0.0,86.30583089267013,84.07435076643755,open_raise,1,0,3.607402956288577,2.0,2.0,0.35667135313631143,6h,5h,65s,suited_connector,41.0,0.38988941754735773,0.5342524024313987,0.07585818002124355,call,call,0.5342524024313987,0.9314951951372026,1,2.4871929547108453,2.0,2.0
P00001,39,1,tight_grinder_bot,6,MP,0.5,1.0,0.0,83.8538758174566,90.5683602648506,unopened,0,0,1.5,0.0,0.0,0.0,7s,4d,74o,trash,31.0,0.7500217886786288,0.18859510391787912,0.061383107403492204,fold,fold,0.7500217886786288,0.49995642264274254,1,2.4668040737326247,0.0,0.0
P00001,40,1,tight_grinder_bot,6,UTG,0.5,1.0,0.0,135.7554633015452,123.73996610846667,unopened,0,0,1.5,0.0,0.0,0.0,4c,4d,44,low_pair,61.0,0.009606953187175526,0.5357227857013446,0.45467026111147996,call,call,0.5357227857013446,0.9285544285973109,1,3.040932241048103,1.0,1.0
P00001,41,1,tight_grinder_bot,6,BTN,0.5,1.0,0.0,79.6890373837767,72.14722062213522,unopened,0,0,1.5,0.0,0.0,0.0,8s,6c,86o,marginal,40.0,0.20937459416695775,0.4844756601636692,0.30614974566937303,call,call,0.4844756601636692,1.0310486796726615,1,2.2311676417303987,1.0,1.0
P00001,42,1,tight_grinder_bot,6,SB,0.5,1.0,0.5,118.53828296828908,126.34127103522945,limped,0,0,4.5,1.0,0.5,0.1,8c,5h,85o,marginal,36.0,0.5810093372311519,0.29978774074673054,0.11920292202211755,fold,call,0.29978774074673054,1.400424518506539,0,2.388205297130326,1.0,1.0
P00001,43,1,tight_grinder_bot,6,CO,0.5,1.0,0.0,39.222768525728476,15.053537387345,unopened,0,0,1.5,0.0,0.0,0.0,3s,2d,32o,trash,20.0,0.8495387578141718,0.11700979113071008,0.03345145105511817,fold,fold,0.8495387578141718,0.3009224843716565,1,2.0831595141601236,0.0,0.0
P00001,44,1,tight_grinder_bot,6,UTG,0.5,1.0,0.0,107.2139317857925,117.35972908757475,limped,0,0,3.5,1.0,1.0,0.2222222222222222,Jh,7d,J7o,marginal,47.0,0.47533548866314734,0.361704040634531,0.16296047070232164,fold,raise,0.16296047070232164,1.6740790585953567,0,2.0376844141118626,2.3978714881709724,2.3978714881709724
P00001,45,1,tight_grinder_bot,6,SB,0.5,1.0,0.5,81.09680933998308,85.94425758881042,unopened,0,0,1.5,1.0,0.5,0.25,3d,Ac,A3o,standard,58.0,0.0,0.5199992752086909,0.4800007247913092,call,raise,0.4800007247913092,1.0399985504173817,0,2.5059806615819147,2.5951199409387518,2.5951199409387518
P00001,46,1,tight_grinder_bot,6,MP,0.5,1.0,0.0,96.53333975876953,105.43768659452341,unopened,0,0,1.5,0.0,0.0,0.0,Ah,8c,A8o,standard,68.0,0.0,0.4516481411232954,0.5483518588767046,raise,raise,0.5483518588767046,0.9032962822465909,1,3.621598479886676,2.330317585457226,2.330317585457226
P00001,47,1,tight_grinder_bot,6,UTG,0.5,1.0,0.0,85.25196902550617,72.863204790848,limped,0,0,3.5,1.0,1.0,0.2222222222222222,7d,3d,73s,trash,33.0,0.7828138110407739,0.16548019667067043,0.05170599228855573,fold,fold,0.7828138110407739,0.4343723779184523,1,2.5243087561553486,0.0,0.0
P00001,48,1,tight_grinder_bot,6,BB,0.5,1.0,1.0,89.466061094063,83.3807977289241,open_raise,1,0,4.356129117537269,2.4111130626832766,1.4111130626832766,0.24467726836976944,2d,2s,22,low_pair,53.0,0.028095285860753827,0.7137004132453325,0.2582043008939137,call,call,0.7137004132453325,0.572599173509335,1,3.0352593900153266,1.4111130626832766,1.4111130626832766
P00001,49,1,tight_grinder_bot,6,UTG,0.5,1.0,0.0,111.33594245379984,92.07268748820903,unopened,0,0,1.5,0.0,0.0,0.0,3c,9s,93o,trash,24.0,0.8892494023323694,0.08725744425922498,0.02349315340840564,fold,fold,0.8892494023323694,0.22150119533526125,1,2.1293733491616806,0.0,0.0
P00001,50,1,tight_grinder_bot,6,MP,0.5,1.0,0.0,102.63712563050474,117.62221889943082,unopened,0,0,1.5,0.0,0.0,0.0,Ks,Ah,AKo,premium_broadway,89.0,0.0,0.3384687447662643,0.6615312552337357,raise,call,0.3384687447662643,1.3230625104674714,0,2.9576806733300542,1.0,1.0
P00001,51,1,tight_grinder_bot,6,CO,0.5,1.0,0.0,116.11530227999705,99.19746913262333,unopened,0,0,1.5,0.0,0.0,0.0,Qd,6d,Q6s,standard,59.0,0.0,0.4796082896652144,0.5203917103347856,raise,raise,0.5203917103347856,0.9592165793304288,1,2.7552642352043675,2.7844597762114325,2.7844597762114325
P00001,52,1,tight_grinder_bot,6,BTN,0.5,1.0,0.0,138.30140862018717,128.07550294860005,unopened,0,0,1.5,0.0,0.0,0.0,8d,Th,T8o,marginal,50.0,0.0,0.489434562260752,0.510565437739248,raise,call,0.489434562260752,1.021130875478496,0,2.2566106781598814,1.0,1.0
P00001,53,1,tight_grinder_bot,6,SB,0.5,1.0,0.5,118.330466796538,127.2764536748378,open_raise,1,0,3.7821661543368177,2.1748537915042974,1.6748537915042974,0.306917293344462,4s,As,A4s,suited_ace,66.0,0.0,0.6908026702283672,0.3091973297716327,call,call,0.6908026702283672,0.6183946595432656,1,2.2288877515145487,1.6748537915042974,1.6748537915042974
P00001,54,1,tight_grinder_bot,6,SB,0.5,1.0,0.5,108.12113110153899,136.03048860411923,unopened,0,0,1.5,1.0,0.5,0.25,5s,4c,54o,trash,30.0,0.7134760533617662,0.21379149948196594,0.07273244715626793,fold,fold,0.7134760533617662,0.5730478932764677,1,2.206600241124422,0.0,0.0
P00001,55,1,tight_grinder_bot,6,SB,0.5,1.0,0.5,149.98891503829236,154.27674811081988,limped,0,0,3.5,1.0,0.5,0.125,Ts,4d,T4o,trash,29.0,0.7322252348579588,0.20094029512541292,0.06683447001662837,fold,fold,0.7322252348579588,0.5355495302840825,1,1.7076881671692283,0.0,0.0
P00001,56,1,tight_grinder_bot,6,UTG,0.5,1.0,0.0,131.5012298078247,131.34024036472698,unopened,0,0,1.5,0.0,0.0,0.0,Jd,9d,J9s,suited_connector,61.0,0.009606953187175526,0.5357227857013446,0.45467026111147996,call,raise,0.45467026111147996,1.0906594777770402,0,2.8534509963613437,2.5817087868362303,2.5817087868362303
P00001,57,1,tight_grinder_bot,6,UTG,0.5,1.0,0.0,105.00474697201716,97.60922991371186,unopened,0,0,1.5,0.0,0.0,0.0,Qs,8s,Q8s,standard,63.0,0.009606953187175526,0.5357227857013446,0.45467026111147996,call,raise,0.45467026111147996,1.0906594777770402,0,2.079104869382467,2.356309488767723,2.356309488767723
P00001,58,1,tight_grinder_bot,6,MP,0.5,1.0,0.0,94.07145352875696,100.05608682159364,unopened,0,0,1.5,0.0,0.0,0.0,6d,6h,66,low_pair,69.0,0.0,0.44291671247885633,0.5570832875211436,raise,call,0.44291671247885633,1.114166575042287,0,1.6107159369194097,1.0,1.0
P00001,59,1,tight_grinder_bot,6,BB,0.5,1.0,1.0,136.7367073421576,132.9546146635349,open_raise,1,0,4.1697116138344335,2.056195129104601,1.056195129104601,0.20210753483721752,Jc,8c,J8s,standard,57.0,0.0,0.656498657817338,0.3435013421826621,call,call,0.656498657817338,0.6870026843653241,1,2.715639046288773,1.056195129104601,1.056195129104601
P00001,60,1,tight_grinder_bot,6,BTN,0.5,1.0,0.0,67.38481329909088,91.48987793331254,unopened,0,0,1.5,0.0,0.0,0.0,7c,9h,97o,marginal,45.0,0.06392623773465078,0.5259941715279031,0.4100795907374461,call,call,0.5259941715279031,0.9480116569441939,1,2.6028859657064722,1.0,1.0
P00001,61,1,tight_grinder_bot,6,CO,0.5,1.0,0.0,77.50927742535225,84.12357816977259,unopened,0,0,1.5,0.0,0.0,0.0,As,Ts,ATs,premium_broadway,82.0,0.0,0.34099665294030007,0.6590033470596999,raise,call,0.34099665294030007,1.3180066941193997,0,2.5431826387095295,1.0,1.0
P00001,62,1,tight_grinder_bot,6,MP,0.5,1.0,0.0,89.02288571561952,90.70197746008888,unopened,0,0,1.5,0.0,0.0,0.0,4c,Qd,Q4o,marginal,49.0,0.2997590447208518,0.4487938259744856,0.2514471293046626,call,call,0.4487938259744856,1.1024123480510288,1,2.335561751208825,1.0,1.0
P00001,63,1,tight_grinder_bot,6,CO,0.5,1.0,0.0,59.299220161914334,44.15054857562835,unopened,0,0,1.5,0.0,0.0,0.0,9c,Qs,Q9o,standard,61.0,0.0,0.460688643848702,0.539311356151298,raise,raise,0.539311356151298,0.921377287697404,1,1.831848401476489,2.3816708232494856,2.3816708232494856
P00001,64,1,tight_grinder_bot,6,BB,0.5,1.0,1.0,95.13254439735074,86.37761806772298,three_bet,1,1,13.753109312522895,9.043046102775511,8.043046102775511,0.36901214684541167,7d,8s,87o,marginal,45.0,0.6818610190189734,0.28990900588373447,0.028229975097291984,fold,fold,0.6818610190189734,0.636277961962053,1,2.5229291513442216,0.0,0.0
P00001,65,1,tight_grinder_bot,6,SB,0.5,1.0,0.5,93.90482858382961,89.29921747533666,unopened,0,0,1.5,1.0,0.5,0.25,5c,5s,55,low_pair,65.0,0.0,0.4516481411232954,0.5483518588767046,raise,raise,0.5483518588767046,0.9032962822465909,1,2.6162905432407895,2.5366103866278875,2.5366103866278875
P00001,66,1,tight_grinder_bot,6,SB,0.5,1.0,0.5,132.91418414224583,135.223237555464,open_raise,1,0,3.727661146799214,2.0,1.5,0.2869352006333498,Th,Qs,QTo,broadway,69.0,0.0,0.6470559537123469,0.35294404628765297,call,raise,0.35294404628765297,1.294111907424694,0,3.039139918742336,8.203726859481067,8.203726859481067
P00001,67,1,tight_grinder_bot,6,SB,0.5,1.0,0.5,114.08536271455222,85.11606850217977,unopened,0,0,1.5,1.0,0.5,0.25,4h,8c,84o,trash,32.0,0.6730956485155304,0.2409163840852379,0.08598796739923159,fold,raise,0.08598796739923159,1.8280240652015367,0,3.210228906579333,2.392155502771526,2.392155502771526
P00001,68,1,tight_grinder_bot,6,MP,0.5,1.0,0.0,110.87727762384314,89.75948913149756,unopened,0,0,1.5,0.0,0.0,0.0,5s,8c,85o,marginal,36.0,0.651468130851125,0.25512486443204285,0.09340700471683215,fold,call,0.25512486443204285,1.4897502711359143,0,2.35714322960978,1.0,1.0
P00001,69,1,tight_grinder_bot,6,CO,0.5,1.0,0.0,55.254533492252015,56.876014914669,unopened,0,0,1.5,0.0,0.0,0.0,8d,Qs,Q8o,standard,57.0,0.0,0.49946466870442235,0.5005353312955777,raise,call,0.49946466870442235,1.0010706625911552,0,1.8727818821729685,1.0,1.0
P00001,70,1,tight_grinder_bot,6,UTG,0.5,1.0,0.0,117.92598246120525,111.46618802686629,unopened,0,0,1.5,0.0,0.0,0.0,8h,9d,98o,marginal,50.0,0.3892680770491748,0.4070819894486059,0.2036499335022193,call,call,0.4070819894486059,1.185836021102788,1,2.187989580923549,1.0,1.0
P00001,71,1,tight_grinder_bot,6,SB,0.5,1.0,0.5,166.4889834007401,145.6364082590945,unopened,0,0,1.5,1.0,0.5,0.25,Ac,8c,A8s,suited_ace,74.0,0.0,0.37477241190729466,0.6252275880927053,raise,raise,0.6252275880927053,0.7495448238145894,1,2.9132128903486656,2.425406974995951,2.425406974995951
P00001,72,1,tight_grinder_bot,6,CO,0.5,1.0,0.0,117.94774014305925,116.58971922631248,open_raise,1,0,4.966206355096393,2.5443088485971925,2.5443088485971925,0.3387662203713975,Ac,Qd,AQo,premium_broadway,84.0,0.0,0.4547230112808669,0.5452769887191331,raise,raise,0.5452769887191331,0.9094460225617338,1,3.007857484973057,7.961827461985047,7.961827461985047
P00001,73,1,tight_grinder_bot,6,BTN,0.5,1.0,0.0,97.45561397047304,97.08562380146283,unopened,0,0,1.5,0.0,0.0,0.0,Qs,3s,Q3s,marginal,53.0,0.0,0.4796082896652144,0.5203917103347856,raise,call,0.4796082896652144,1.0407834206695712,0,2.517798124189543,1.0,1.0
P00001,74,1,tight_grinder_bot,6,MP,0.5,1.0,0.0,118.79438432518356,109.4985620500388,unopened,0,0,1.5,0.0,0.0,0.0,Qs,Qc,QQ,premium_pair,93.0,0.0,0.3301774024910037,0.6698225975089963,raise,raise,0.6698225975089963,0.6603548049820074,1,3.1608761239580234,2.706491593101811,2.706491593101811
P00001,75,1,tight_grinder_bot,6,BTN,0.5,1.0,0.0,101.9717355651641,87.8573317654429,limped,0,0,3.5,1.0,1.0,0.2222222222222222,9c,7d,97o,marginal,45.0,0.06392623773465078,0.5259941715279031,0.4100795907374461,call,raise,0.4100795907374461,1.1798408185251077,0,2.3323688472853923,2.705913763719146,2.705913763719146
P00001,76,1,tight_grinder_bot,6,SB,0.5,1.0,0.5,62.289528634172164,64.81753116686761,limped,0,0,4.5,1.0,0.5,0.1,Td,3s,T3o,trash,27.0,0.7668787165891443,0.176771747304067,0.0563495361067887,fold,fold,0.7668787165891443,0.4662425668217114,1,2.67148452836701,0.0,0.0
P00002,1,1,humanized_gto,6,MP,0.5,1.0,0.0,53.566604163697136,53.4717499792183,unopened,0,0,1.5,0.0,0.0,0.0,4h,9d,94o,trash,26.0,0.8253242206593829,0.13482008039472734,0.039855698945889695,fold,fold,0.8253242206593829,0.34935155868123413,1,2.2349116127081485,0.0,0.0
P00002,2,1,humanized_gto,6,BTN,0.5,1.0,0.0,88.52983000569594,89.63807846474944,unopened,0,0,1.5,0.0,0.0,0.0,6s,4h,64o,trash,30.0,0.502864191846377,0.3461990478007228,0.15093676035290013,fold,fold,0.502864191846377,0.9942716163072459,1,2.247295595051164,0.0,0.0
P00002,3,1,humanized_gto,6,BTN,0.5,1.0,0.0,118.60190287871808,129.79356899461152,unopened,0,0,1.5,0.0,0.0,0.0,Td,5h,T5o,trash,31.0,0.47533548866314734,0.361704040634531,0.16296047070232164,fold,fold,0.47533548866314734,1.0493290226737053,1,2.577001289025349,0.0,0.0
P00002,4,1,humanized_gto,6,BB,0.5,1.0,1.0,93.65927163276412,102.62653624648559,limped,0,0,2.5,1.0,0.0,0.0,Ac,5s,A5o,standard,62.0,0.0,0.40438672971122064,0.5956132702887793,raise,call,0.40438672971122064,1.1912265405775586,0,2.1490152128552693,1.0,1.0
