player_id,is_bot,vpip,pfr,af,action_entropy,decision_time_mean,decision_time_std,bet_size_mean,bet_size_std,gto_similarity,gto_deviation_rate,mean_gto_action_probability,mean_l1_gto_distance,std_l1_gto_distance,avg_hand_strength,weak_hand_play_rate,trash_hand_vpip,premium_hand_play_rate,strong_hand_aggression_rate,marginal_hand_error_rate,gto_fold_follow_rate,gto_call_follow_rate,gto_raise_follow_rate,open_raise_accuracy,defense_accuracy,threebet_accuracy,blind_defense_rate,blind_defense_accuracy,sb_steal_attempt_rate,pot_odds_call_accuracy,hands_played,sessions_played,fatigue_slope
P00021,1,0.7058823529411765,0.4264705882352941,1.5263157894736843,0.9827365524509634,2.4720741173412453,0.43938127624367396,2.4335604053947946,1.571406534339265,0.5735294117647058,0.42647058823529416,0.4837624410164365,1.032475117967127,0.44508631369230695,54.23529411764706,0.35,0.23076923076923078,0.8571428571428571,0.6428571428571429,0.5757575757575757,0.65,0.4444444444444444,0.6666666666666666,0.5490196078431373,0.625,1.0,0.6666666666666666,0.6666666666666666,0.7142857142857143,0.631578947368421,68,2,0.20588235294117652
P00022,0,0.7424242424242424,0.3484848484848485,0.8846153846153846,0.9864470636168023,5.834792129437727,1.653806232819647,2.4616459180627217,2.070247016452465,0.48484848484848486,0.5151515151515151,0.42242295362887494,1.1551540927422501,0.4635799997448877,50.89393939393939,0.56,0.55,1.0,0.6153846153846154,0.6086956521739131,0.4230769230769231,0.47368421052631576,0.5714285714285714,0.4423076923076923,0.6923076923076923,0.0,0.75,0.375,0.4,0.5,66,2,0.06060606060606061
P00023,0,0.7321428571428571,0.32142857142857145,0.782608695652174,0.9859172157746986,6.121474110316269,1.3644248326730393,2.661053985330043,2.2614444081285443,0.4642857142857143,0.5357142857142857,0.44164540369473837,1.1167091926105233,0.4738447738189962,53.017857142857146,0.5238095238095238,0.5,0.8571428571428571,0.46153846153846156,0.5789473684210527,0.5238095238095238,0.45,0.4,0.47368421052631576,0.4666666666666667,0.3333333333333333,0.7,0.4,0.25,0.5454545454545454,56,1,-0.28571428571428564
P00024,0,0.6721311475409836,0.3114754098360656,0.8636363636363636,0.9982994352193465,5.92779209036913,1.4134516096058884,2.283778827831188,2.140916781540966,0.6065573770491803,0.39344262295081966,0.5082966757672099,0.9834066484655801,0.4662794286858204,52.18032786885246,0.36,0.4,1.0,0.6428571428571429,0.4,0.6153846153846154,0.46153846153846156,0.6818181818181818,0.5833333333333334,0.6923076923076923,0.0,0.5833333333333334,0.6666666666666666,0.16666666666666666,0.5357142857142857,61,2,0.07849462365591398
P00025,1,0.6779661016949152,0.3220338983050847,0.9047619047619048,0.9989652856903045,2.4999519235306704,0.4949022542416405,2.0224861569662806,1.598748759875482,0.6271186440677966,0.3728813559322034,0.49969007555279127,1.0006198488944174,0.4511181277412151,46.50847457627118,0.4074074074074074,0.42857142857142855,1.0,0.8333333333333334,0.375,0.6296296296296297,0.6,0.6470588235294118,0.5918367346938775,0.8,0.0,0.5,0.8333333333333334,0.4,0.7,59,1,0.14827586206896548
P00026,0,0.696969696969697,0.24242424242424243,0.5333333333333333,0.9682356222993584,6.0426631487479,1.45347940794063,2.1517358490790626,1.8056865594600198,0.48484848484848486,0.5151515151515151,0.4524398962322431,1.0951202075355138,0.4696841496911349,52.15151515151515,0.4230769230769231,0.375,1.0,0.2857142857142857,0.5909090909090908,0.5384615384615384,0.55,0.35,0.47058823529411764,0.5,1.0,0.6,0.5,0.3,0.4117647058823529,66,2,0.06060606060606061
P00027,1,0.6785714285714286,0.39285714285714285,1.375,0.9919762630614621,2.464644782841611,0.5342472297867661,2.4351427078912233,1.7740220167661693,0.6071428571428571,0.3928571428571429,0.5181419740426974,0.9637160519146055,0.3746909418098054,49.892857142857146,0.25,0.18181818181818182,1.0,0.7142857142857143,0.5,0.85,0.42857142857142855,0.5333333333333333,0.5681818181818182,0.7272727272727273,1.0,0.625,0.75,0.3333333333333333,0.6666666666666666,56,1,0.0
P00028,0,0.6875,0.2,0.41025641025641024,0.9426654909549,5.626272370047197,1.5799479297662329,2.018044510025735,1.8607973316341215,0.5375,0.4625,0.47936311866724496,1.0412737626655102,0.4512684429474589,46.8125,0.43243243243243246,0.4074074074074074,1.0,0.5555555555555556,0.37037037037037035,0.5806451612903226,0.6071428571428571,0.38095238095238093,0.5084745762711864,0.6190476190476191,0.0,0.4666666666666667,0.6666666666666666,0.25,0.56,80,2,-0.125
P00029,1,0.711864406779661,0.3559322033898305,1.0,0.995711306456555,2.4838084040744826,0.4388407415075875,1.8251856780013462,0.7108795928749445,0.6949152542372882,0.30508474576271183,0.5246733563674076,0.9506532872651847,0.39969229274831125,51.898305084745765,0.25,0.2857142857142857,1.0,0.6,0.31999999999999995,0.7368421052631579,0.6,0.75,0.6875,0.7272727272727273,0.0,0.4444444444444444,0.6666666666666666,1.0,0.6666666666666666,59,1,0.1459770114942529
P00030,0,0.7125,0.35,0.9655172413793104,0.995488346474546,5.823606195505185,1.7976164862422863,2.365004556506362,2.037489447084112,0.5625,0.4375,0.48290614998841813,1.0341877000231636,0.42728073814920237,50.9625,0.4,0.42105263157894735,1.0,0.5,0.5172413793103448,0.6206896551724138,0.48148148148148145,0.5833333333333334,0.5573770491803278,0.5789473684210527,0.0,0.5833333333333334,0.6666666666666666,0.375,0.6,80,2,-0.125
P00031,0,0.7833333333333333,0.35,0.8076923076923077,0.9659284347827307,6.006297964969215,1.5500411962437755,2.4915124723163933,2.0649352220864015,0.48333333333333334,0.5166666666666666,0.4622242685180035,1.0755514629639928,0.41604987201488125,51.016666666666666,0.5238095238095238,0.4,0.5,0.16666666666666666,0.5555555555555556,0.5,0.48148148148148145,0.4666666666666667,0.4444444444444444,0.5384615384615384,1.0,0.8,0.7,1.0,0.5,60,1,-0.09999999999999998
P00032,0,0.7450980392156863,0.3333333333333333,0.8095238095238095,0.9830435078821779,5.748669826828907,1.6050526299303933,2.4195961085078665,3.5447317777883187,0.49019607843137253,0.5098039215686274,0.4210442889065707,1.1579114221868585,0.46672103062605086,57.294117647058826,0.6,0.5,0.75,0.4,0.4347826086956522,0.36363636363636365,0.5789473684210527,0.47619047619047616,0.48717948717948717,0.45454545454545453,1.0,0.7272727272727273,0.45454545454545453,0.25,0.47368421052631576,51,1,0.09846153846153843
P00033,0,0.6176470588235294,0.25,0.68,0.9849255798817972,5.611139209193757,1.6794287300484196,1.946689828070224,0.8310653672299809,0.5588235294117647,0.4411764705882353,0.46100501579103975,1.0779899684179204,0.4964987816186532,46.220588235294116,0.5142857142857142,0.3,0.75,0.4,0.47619047619047616,0.5862068965517241,0.5652173913043478,0.5,0.5686274509803921,0.5,1.0,0.5,0.6,0.42857142857142855,0.5652173913043478,68,2,0.05882352941176472
P00034,0,0.8117647058823529,0.3176470588235294,0.6428571428571429,0.9348073104292671,5.88633626340746,1.5723413990276638,2.4063230930620083,2.2806090726819463,0.5176470588235295,0.48235294117647054,0.4414151186051036,1.1171697627897927,0.43354032978388757,54.22352941176471,0.6296296296296297,0.4,0.9230769230769231,0.45454545454545453,0.4117647058823529,0.44,0.6785714285714286,0.4375,0.4696969696969697,0.6842105263157895,0.0,1.0,0.6666666666666666,0.6666666666666666,0.5416666666666666,85,2,-0.20044296788482835
P00035,1,0.6721311475409836,0.32786885245901637,0.9523809523809523,0.9997566821835681,2.458845201351797,0.361989661094561,2.3179160983056493,1.8014793842402446,0.6065573770491803,0.39344262295081966,0.5125441061372485,0.9749117877255029,0.40286456471039245,50.967213114754095,0.36363636363636365,0.16666666666666666,1.0,0.6666666666666666,0.6,0.8333333333333334,0.48,0.5555555555555556,0.5555555555555556,0.7333333333333333,1.0,0.4,0.7,0.0,0.5333333333333333,61,2,0.07849462365591398
P00036,1,0.7230769230769231,0.2923076923076923,0.6785714285714286,0.9811316545524306,2.4543248982855834,0.42419822914391864,2.1659908959335175,1.7253997805292645,0.7538461538461538,0.24615384615384617,0.5385342453356935,0.9229315093286129,0.34411822975085765,52.6,0.15,0.15384615384615385,1.0,0.6363636363636364,0.23333333333333328,0.8888888888888888,0.7096774193548387,0.6875,0.723404255319149,0.8333333333333334,0.0,0.6666666666666666,0.7777777777777778,0.3333333333333333,0.7619047619047619,65,2,0.06912878787878785
P00037,0,0.6724137931034483,0.41379310344827586,1.6,0.983486947171862,5.577010794559082,1.5362617515572683,2.455367769695285,1.5948003809081641,0.6206896551724138,0.3793103448275862,0.5057628714022722,0.9884742571954557,0.4370584326124561,49.06896551724138,0.34782608695652173,0.2777777777777778,1.0,0.8888888888888888,0.47619047619047616,0.6956521739130435,0.3888888888888889,0.7647058823529411,0.627906976744186,0.6,0.0,0.42857142857142855,0.7142857142857143,0.5,0.6,58,1,0.06896551724137934
P00038,1,0.64,0.32,1.0,0.998561914578656,2.3678387335159576,0.4189065924974454,2.367236253606279,2.012161729794819,0.6533333333333333,0.3466666666666667,0.562911187656503,0.874177624686994,0.42233199108819247,48.06666666666667,0.24242424242424243,0.13636363636363635,1.0,0.7,0.52,0.8333333333333334,0.47619047619047616,0.5833333333333334,0.6792452830188679,0.5909090909090909,0.0,0.7142857142857143,0.5,0.2,0.6086956521739131,75,2,-0.0974395448079659
P00039,0,0.6865671641791045,0.3880597014925373,1.3,0.9938491672010308,5.970044756622158,1.589575084836429,2.768690585203806,2.4201007943344317,0.5373134328358209,0.4626865671641791,0.5123779867197973,0.9752440265604053,0.4145157332278788,51.865671641791046,0.22727272727272727,0.17647058823529413,1.0,0.5833333333333334,0.72,0.7619047619047619,0.32,0.5714285714285714,0.4897959183673469,0.6666666666666666,0.0,0.4166666666666667,0.8333333333333334,0.0,0.7333333333333333,67,2,-0.13547237076648844
P00040,0,0.6617647058823529,0.25,0.6071428571428571,0.9817706955276677,5.5666311013370935,1.265630514894416,2.06434744386056,1.7240429732717464,0.5588235294117647,0.4411764705882353,0.4966795887072996,1.006640822585401,0.4581467659266967,51.55882352941177,0.18181818181818182,0.1875,0.6,0.42857142857142855,0.41666666666666663,0.75,0.56,0.391304347826087,0.5384615384615384,0.6,1.0,0.45454545454545453,0.7272727272727273,0.18181818181818182,0.5666666666666667,68,2,0.05882352941176472
P00041,0,0.675,0.325,0.9285714285714286,0.9994356678184765,5.894477837483988,1.5985387668771445,2.6832213960495293,2.3500691673172556,0.6125,0.38749999999999996,0.5012185509110878,0.9975628981778243,0.42071479500678155,52.3625,0.13043478260869565,0.2,1.0,0.5294117647058824,0.5294117647058824,0.7307692307692307,0.5333333333333333,0.5833333333333334,0.5789473684210527,0.7142857142857143,0.5,0.6666666666666666,0.7333333333333333,0.42857142857142855,0.7307692307692307,80,2,0.07500000000000007
P00042,1,0.576271186440678,0.288135593220339,1.0,0.9838846748484151,2.328739264455027,0.4619112533023131,2.473910971326594,2.0528680753706356,0.6779661016949152,0.3220338983050848,0.5489721125698597,0.9020557748602808,0.4818177945523037,46.355932203389834,0.2222222222222222,0.18181818181818182,1.0,0.7777777777777778,0.5625,0.7241379310344828,0.5384615384615384,0.7058823529411765,0.6808510638297872,0.625,0.75,0.6,0.7,0.375,0.7777777777777778,59,1,-0.02298850574712652
P00043,1,0.6888888888888889,0.3,0.7714285714285715,0.9937422118193994,2.4275507782186363,0.5474442562997116,1.8933397198017998,1.0818870667556757,0.6444444444444445,0.3555555555555555,0.5389051316815467,0.9221897366369065,0.3683102237715544,51.077777777777776,0.24242424242424243,0.047619047619047616,1.0,0.4375,0.4375,0.8275862068965517,0.5555555555555556,0.5588235294117647,0.6438356164383562,0.6470588235294118,0.0,0.8333333333333334,0.6666666666666666,0.5,0.71875,90,2,-0.0888888888888889
P00044,1,0.6666666666666666,0.345679012345679,1.0769230769230769,0.9995837003003465,2.412783126924364,0.47989607734668793,2.3118022953948096,1.809856550503056,0.6419753086419753,0.3580246913580247,0.5115662349828004,0.9768675300343991,0.4556446645942627,50.382716049382715,0.375,0.35,1.0,0.9230769230769231,0.4516129032258065,0.6551724137931034,0.5714285714285714,0.7083333333333334,0.609375,0.8125,0.0,0.6363636363636364,0.6363636363636364,0.6,0.6956521739130435,81,2,0.08292682926829276
P00045,0,0.6933333333333334,0.25333333333333335,0.5757575757575758,0.9753656468286019,5.942595429264359,1.675299760506307,2.213400241589566,3.1999634650415776,0.6,0.4,0.506502801139299,0.986994397721402,0.4521769489520979,50.81333333333333,0.2916666666666667,0.17647058823529413,0.8571428571428571,0.6153846153846154,0.4838709677419355,0.6666666666666666,0.5862068965517241,0.5263157894736842,0.5689655172413793,0.7333333333333333,0.5,0.6363636363636364,0.5454545454545454,0.3333333333333333,0.5454545454545454,75,2,-0.09601706970128021
P00046,0,0.6190476190476191,0.21428571428571427,0.5294117647058824,0.9683440522010489,5.635040614186075,1.84660493760253,2.07191245910183,1.8004542581893406,0.5595238095238095,0.44047619047619047,0.4594910561894353,1.0810178876211294,0.5007976186153166,47.94047619047619,0.42857142857142855,0.42857142857142855,1.0,0.4375,0.41666666666666663,0.5609756097560976,0.6666666666666666,0.45454545454545453,0.5333333333333333,0.6521739130434783,0.0,0.5714285714285714,0.5714285714285714,0.2,0.5454545454545454,84,2,-0.11904761904761907
P00047,1,0.6931818181818182,0.375,1.1785714285714286,0.9964178680883059,2.3884517459305634,0.43175150301092924,2.3324002076325674,1.86303138171665,0.5795454545454546,0.4204545454545454,0.49784080952510074,1.0043183809497984,0.4230792024932624,49.75,0.3333333333333333,0.3333333333333333,1.0,0.7333333333333333,0.5517241379310345,0.6571428571428571,0.38461538461538464,0.6666666666666666,0.5571428571428572,0.6,1.0,0.5,0.7142857142857143,0.7142857142857143,0.5666666666666667,88,2,-0.11363636363636365
P00048,0,0.7619047619047619,0.2857142857142857,0.6,0.958411422117983,5.611208140091328,1.621137616769465,1.9739992402285962,1.3272277572052547,0.5079365079365079,0.4920634920634921,0.4379297844161726,1.124140431167655,0.48915623140776654,52.904761904761905,0.5909090909090909,0.4666666666666667,0.7,0.4117647058823529,0.47619047619047616,0.4,0.6842105263157895,0.4583333333333333,0.4897959183673469,0.6153846153846154,0.0,0.8,0.7,0.5,0.7692307692307693,63,2,0.0473790322580645
P00049,0,0.7017543859649122,0.2982456140350877,0.7391304347826086,0.9902173420159636,5.760179757341178,1.384807137621737,2.20536688497545,1.6353110508271034,0.6140350877192983,0.38596491228070173,0.4752711821433608,1.0494576357132785,0.37469196610137695,55.19298245614035,0.35294117647058826,0.25,0.8,0.4666666666666667,0.4285714285714286,0.6666666666666666,0.6111111111111112,0.5714285714285714,0.6818181818181818,0.4166666666666667,0.0,0.7,0.3,0.6666666666666666,0.5263157894736842,57,1,-0.12684729064039413
P00050,0,0.7627118644067796,0.3728813559322034,0.9565217391304348,0.9797970182689906,6.003432901131816,1.3720331251275193,2.578547247383194,2.252528532340146,0.4915254237288136,0.5084745762711864,0.4353891372066515,1.129221725586697,0.4661082658058611,51.40677966101695,0.5789473684210527,0.5,1.0,0.75,0.5517241379310345,0.35,0.45,0.6842105263157895,0.4418604651162791,0.6666666666666666,0.0,0.7272727272727273,0.7272727272727273,0.2857142857142857,0.6666666666666666,59,1,0.017241379310344807
P00051,0,0.7391304347826086,0.34782608695652173,0.8888888888888888,0.9876197168461964,5.781940900968106,1.5714669708889806,2.2531649636953857,1.6184724276752769,0.5797101449275363,0.42028985507246375,0.48812170923665843,1.0237565815266831,0.40083871187264153,53.57971014492754,0.4090909090909091,0.38461538461538464,1.0,0.6470588235294118,0.45833333333333337,0.5714285714285714,0.5217391304347826,0.64,0.5555555555555556,0.6153846153846154,1.0,0.8,0.7,0.0,0.5555555555555556,69,2,-0.01680672268907568
P00052,0,0.6547619047619048,0.38095238095238093,1.391304347826087,0.9916960601466152,5.9568853937111115,1.4137331293382425,3.8942226954144217,5.29613576322206,0.5476190476190477,0.45238095238095233,0.48861420523594257,1.0227715895281149,0.4552442773100198,50.595238095238095,0.375,0.22727272727272727,0.8888888888888888,0.7058823529411765,0.5625,0.625,0.36666666666666664,0.6818181818181818,0.5333333333333333,0.65,0.25,0.6,0.6,0.5,0.5517241379310345,84,2,-0.1428571428571429
P00053,1,0.6666666666666666,0.3137254901960784,0.8888888888888888,0.9989495214640732,2.329454812440663,0.4688966433502825,2.4076102298401785,1.9610421301596996,0.6862745098039216,0.3137254901960784,0.5169076790744012,0.9661846418511977,0.4129093939363866,50.529411764705884,0.36363636363636365,0.18181818181818182,1.0,0.6666666666666666,0.42105263157894735,0.7619047619047619,0.6470588235294118,0.6153846153846154,0.6,0.9333333333333333,0.0,0.5454545454545454,0.9090909090909091,0.6666666666666666,0.8666666666666667,51,1,0.09076923076923071
P00054,0,0.7115384615384616,0.40384615384615385,1.3125,0.9898419156208604,6.0474520996382655,1.553638025394803,2.3187914108201326,1.5566120356935733,0.6346153846153846,0.3653846153846154,0.5364301674410464,0.9271396651179071,0.3915587291409497,48.5,0.3333333333333333,0.375,1.0,0.8333333333333334,0.5263157894736843,0.7,0.47058823529411764,0.7333333333333333,0.6046511627906976,0.7142857142857143,1.0,0.42857142857142855,0.7142857142857143,0.4,0.5833333333333334,52,1,0.038461538461538436
P00055,0,0.711864406779661,0.23728813559322035,0.5,0.9590149886599106,5.667363325097513,1.3574000508111164,2.4065975389911465,2.4964347588678244,0.423728813559322,0.576271186440678,0.45838900107975467,1.0832219978404907,0.4173253382532597,46.67796610169491,0.5714285714285714,0.47619047619047616,1.0,0.375,0.625,0.46153846153846156,0.4,0.38461538461538464,0.4444444444444444,0.35714285714285715,0.0,0.875,0.5,0.0,0.45454545454545453,59,1,-0.18390804597701155
